,title,link,source,topic
25,Jelang KTT G20 Bali Simak Hal,https://money.kompas.com/read/2022/10/06/213500026/jelang-ktt-g20-bali-simak-hal-hal-penting-berikut-ini?page=all,Kompas.com - Kompas.com,Internasional
26,InfoPublik ,https://infopublik.id/kategori/g20/676146/wapres-iwf-bentuk-pemanfaatan-inovatif-saat-presidensi-g20-indonesia,Wapres: IWF Bentuk Pemanfaatan Inovatif saat Presidensi G20 Indonesia - InfoPublik,Internasional
27,Seminar Nasional G20 di UGM Presidensi G20 Indonesia Fokus Tiga Pilar Prioritas dan Concrete Deliverables untuk Hasilkan Solusi Bagi Dunia ,https://www.ekon.go.id/publikasi/detail/4581/seminar-nasional-g20-di-ugm-presidensi-g20-indonesia-fokus-tiga-pilar-prioritas-dan-concrete-deliverables-untuk-hasilkan-solusi-bagi-dunia,Kementerian Koordinator Bidang Perekonomian,Internasional
28,3rd Framework Working Group G20  Komitmen Koordinasi Kebijakan Guna Menghadapi Tantangan Global ,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2425922.aspx,Bank Indonesia,Internasional
29,3 Kepala Negara Adidaya akan Hadir di KTT G20 Ada yang Sedang Perang ,https://kumparan.com/kumparanbisnis/3-kepala-negara-adidaya-akan-hadir-di-ktt-g20-ada-yang-sedang-perang-1z1QVhEBYjB,kumparan.com - kumparan.com,Internasional
30,Jelang KTT G20 Ini Hal yang Perlu Diketahui tentang Presidensi G20 Indonesia 2022 ,https://money.kompas.com/read/2022/09/20/144509926/jelang-ktt-g20-ini-hal-yang-perlu-diketahui-tentang-presidensi-g20-indonesia?page=all,Kompas.com - Kompas.com,Internasional
31,Gubernur Wayan Koster Mendukung Kesuksesan Acara G20 Bali ,https://www.suaradewata.com/read/202210170011/gubernur-wayan-koster-mendukung-kesuksesan-acara-g20-bali.html,Suaradewata.com - SuaraDewata.com,Internasional
32,Jelang G20 BUMN Gelar Konferensi Bahas Transisi Energi hingga Kesehatan ,https://www.suaramerdeka.com/nasional/pr-045218578/jelang-g20-bumn-gelar-konferensi-bahas-transisi-energi-hingga-kesehatan,Suara Merdeka - Suara Merdeka Network,Internasional
33,Jelang G20 SBY Minta Pimpinan Negara Turunkan Ego untuk Atasi Persoalan Global ,https://nasional.kompas.com/read/2022/10/11/22245131/jelang-g20-sby-minta-pimpinan-negara-turunkan-ego-untuk-atasi-persoalan,Kompas.com - Nasional Kompas.com,Internasional
34,Pertemuan Sherpa G20 ke,https://ekon.go.id/publikasi/detail/4566/pertemuan-sherpa-g20-ke-3-siap-digelar-di-yogyakarta-untuk-kelancaran-penyusunan-leaders-declaration,Kementerian Koordinator Bidang Perekonomian,Internasional
35,Jokowi Minta G20 Digaungkan Lagi Sehingga Gregetnya Betul,https://news.detik.com/berita/d-6344232/jokowi-minta-g20-digaungkan-lagi-sehingga-gregetnya-betul-betul-ada,detikNews,Internasional
36,Untar Dukung Agenda G20 Lakukan MoU dengan Sejumlah Pihak ,https://www.kompas.com/edu/read/2022/10/17/193000971/untar-dukung-agenda-g20-lakukan-mou-dengan-sejumlah-pihak,Kompas.com - KOMPAS.com,Internasional
37,Jalur Keuangan dan Jalur Sherpa G20 Dukung Inisiatif Kebijakan Untuk Atasi Kerawanan Pangan Global dan Malnutrisi ,https://kemenkeu.go.id/informasi-publik/publikasi/berita-utama/Joint-Finance-and-Agriculture-Deputies-Meeting,Kementerian Keuangan,Internasional
38,Penampakan Bus Listrik Buatan INKA yang Dipakai di KTT G20 Bali ,https://economy.okezone.com/read/2022/10/17/320/2688889/penampakan-bus-listrik-buatan-inka-yang-dipakai-di-ktt-g20-bali,Okezone Economy,Internasional
39,Istana Sebut Semua Negara yang Diundang Akan Hadiri KTT G20 Termasuk Rusia ,https://nasional.kompas.com/read/2022/09/24/18185621/istana-sebut-semua-negara-yang-diundang-akan-hadiri-ktt-g20-termasuk-rusia,Kompas.com - Nasional Kompas.com,Internasional
40,AHY Pertemuan G20 Jangan Hanya Gimik Politik ,https://news.detik.com/berita/d-6346283/ahy-pertemuan-g20-jangan-hanya-gimik-politik,detikNews,Internasional
41,Sukseskan Semarak G20 Kakanwil Marciana Ajak Partisipasi Aktif Seluruh Jajaran ,https://kumparan.com/humas-ntt/sukseskan-semarak-g20-kakanwil-marciana-ajak-partisipasi-aktif-seluruh-jajaran-1z49pDNwRWS,kumparan.com - kumparan.com,Internasional
42,G20 SOE Conference Profesor Harvard Apresiasi Peran BRI Pacu Inklusi Keuangan ,https://www.solopos.com/g20-soe-conference-profesor-harvard-apresiasi-peran-bri-pacu-inklusi-keuangan-1448822?utm_source=terkini_desktop,Solopos.com,Internasional
43,Menkominfo Sebentar Lagi G20 Sampai Sekarang Situasi Geopolitik Belum Mereda ,https://nasional.kompas.com/read/2022/09/19/18531061/menkominfo-sebentar-lagi-g20-sampai-sekarang-situasi-geopolitik-belum-mereda,Kompas.com - Nasional Kompas.com,Internasional
44,Polri tetapkan lima kawasan menjadi prioritas pengamanan KTT G20 ,https://sultra.antaranews.com/berita/428721/polri-tetapkan-lima-kawasan-menjadi-prioritas-pengamanan-ktt-g20,ANTARA Sulawesi Tenggara,Internasional
45,Indonesia Negara Termiskin Kedua Diantara Negara G20 Berkut Urutannya ,https://nasional.kontan.co.id/news/indonesia-negara-termiskin-kedua-diantara-negara-g20-berkut-urutannya,Internasional Kontan,Internasional
46,Pembangunan Stasiun Tegalluar KCJB Capai 80 Persen Dipastikan Siap untuk Showcase G20 ,https://zonapriangan.pikiran-rakyat.com/nasional/pr-465696295/pembangunan-stasiun-tegalluar-kcjb-capai-80-persen-dipastikan-siap-untuk-showcase-g20,Zona Priangan - Zona Priangan,Internasional
47,FAO Sebut Indonesia Mampu Ajak Negara G20 Atasi Masalah Pangan ,https://katadata.co.id/intannirmala/berita/634cd9d495bc3/fao-sebut-indonesia-mampu-ajak-negara-g20-atasi-masalah-pangan,Katadata.co.id,Internasional
48,Jelang KTT G20 Penataan GWK Cultural Park Dikebut ,https://www.nusabali.com/berita/127392/jelang-ktt-g20-penataan-gwk-cultural-park-dikebut,NusaBali,Internasional
49,Indonesiagoid ,https://indonesia.go.id/kategori/kabar-g20/5926/g20-menata-konsensus-demi-perbaikan-ekonomi-global?lang=1,G20 Menata Konsensus demi Perbaikan Ekonomi Global - Portal Informasi Indonesia,Internasional
50,Bersama Negara G20 Meredam Laju Inflasi dan Resesi ,https://nasional.kontan.co.id/news/bersama-negara-g20-meredam-laju-inflasi-dan-resesi,Internasional Kontan,Internasional
51,Gotong Royong Menyiapkan Logistik KTT G20  Indonesia Baik ,https://indonesiabaik.id/infografis/gotong-royong-menyiapkan-logistik-ktt-g20,Indonesiabaik.id,Internasional
52,Indonesia Jadi Presidensi G20 Singapura dan Malaysia Dapat Untung ,https://money.kompas.com/read/2022/09/20/173347826/indonesia-jadi-presidensi-g20-singapura-dan-malaysia-dapat-untung,Kompas.com - Kompas.com,Internasional
53,Jelang Ktt G20 Sukses Uji Coba Sandar Kapal Di Pelabuhan Laut Sanur Terlaksana Dengan Lancar ,https://hubla.dephub.go.id/home/post/read/12674/jelang-ktt-g20-sukses-uji-coba-sandar-kapal-di-pelabuhan-laut-sanur-terlaksana-dengan-lancar,Direktorat Jenderal Perhubungan Laut,Internasional
54,Rusia Pastikan Datang G20 Bali Ini Pesan Jokowi buat Putin ,https://www.cnbcindonesia.com/news/20220918073638-4-372969/rusia-pastikan-datang-g20-bali-ini-pesan-jokowi-buat-putin,CNBC Indonesia,Internasional
55,Kementan Siap Fasilitasi Diskusi hingga Pertemuan Bilateral Antar Negara G20 ,https://nasional.tempo.co/read/1638145/kementan-siap-fasilitasi-diskusi-hingga-pertemuan-bilateral-antar-negara-g20,Nasional Tempo,Internasional
56,Kemenperin Di Gelaran TIIMM G20 Menperin Tekankan Pentingnya Transformasi Digital Sektor Industri untuk Percepat Pemulihan Ekonomi ,"https://kemenperin.go.id/artikel/23556/Di-Gelaran-TIIMM-G20,-Menperin-Tekankan-Pentingnya-Transformasi-Digital-Sektor-Industri-untuk-Percepat-Pemulihan-Ekonomi",Kementerian Perindustrian,Internasional
57,Undangan kepada Media untuk Registrasi dan Akreditasi Konferensi Tingkat Tinggi G20 Indonesia 2022 ,https://kemlu.go.id/bern/id/news/21028/undangan-kepada-media-untuk-registrasi-dan-akreditasi-konferensi-tingkat-tinggi-g20-indonesia-2022,Kementerian Luar Negeri,Internasional
58,FOTO Menengok PLTS Tol Bali Mandara Jelang KTT G20 ,https://www.cnnindonesia.com/ekonomi/20220921171933-94-850902/foto-menengok-plts-tol-bali-mandara-jelang-ktt-g20,CNN Indonesia,Internasional
59,Indonesiagoid ,https://indonesia.go.id/kategori/kesehatan/5977/layanan-kesehatan-untuk-delegasi-ktt-g20?lang=1,Layanan Kesehatan untuk Delegasi KTT G20 - Portal Informasi Indonesia,Internasional
60,Selama KTT G20 di Bali Buka Tutup Jalan akan Diberlakukan ,"https://www.balipost.com/news/2022/09/27/294601/Selama-KTT-G20-di-Bali,...html",BALIPOST.com,Internasional
61,Perkuat G20 PBNU Gelar R20 Agar Agama Jadi Solusi Berbagai Problem Dunia ,https://www.detik.com/edu/detikpedia/d-6310694/perkuat-g20-pbnu-gelar-r20-agar-agama-jadi-solusi-berbagai-problem-dunia,detikcom,Internasional
62,Agenda G20 Dinilai Berikan Dampak Positif bagi Kepentingan Indonesia ,https://www.tribunnews.com/internasional/2022/09/27/agenda-g20-dinilai-berikan-dampak-positif-bagi-kepentingan-indonesia,Tribunnews.com,Internasional
63,Presidensi G20 Indonesia 2022 ,https://www.bi.go.id/id/g20/default.aspx,Bank Indonesia,Internasional
64,Pertemuan G20 DEWG Hasilkan Dua Dokumen Transformasi Digital ,https://aptika.kominfo.go.id/2022/09/pertemuan-g20-dewg-hasilkan-dua-dokumen-transformasi-digital/,Ditjen Aptika,Internasional
65,Presidensi G20 Indonesia Pulih Bersama Bangkit Lebih Hebat  Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan ,https://www.kemenkopmk.go.id/presidensi-g20-indonesia-pulih-bersama-bangkit-lebih-hebat,Kemenko PMK,Internasional
66,Tinjau Venue KTT G20 Wapres Harapkan Pelayanan Sempurna untuk Seluruh Delegasi ,https://www.setneg.go.id/baca/index/tinjau_venue_ktt_g20_wapres_harapkan_pelayanan_sempurna_untuk_seluruh_delegasi,Sekretariat Negara,Internasional
67,Pertemuan Para Menlu G20 Akan Diselenggarakan Di Bali  Portal Kementerian Luar Negeri Republik Indonesia ,https://www.kemlu.go.id/portal/id/read/3774/siaran_pers/pertemuan-para-menlu-g20-akan-diselenggarakan-di-bali,Kementerian Luar Negeri,Internasional
68,Presidensi G20 Indonesia Recover Together Recover Stronger ,https://www.cnbcindonesia.com/news/20220708193838-8-354186/presidensi-g20-indonesia-recover-together-recover-stronger,CNBC Indonesia,Internasional
69,Presidensi G20 Indonesia  Portal Kementerian Luar Negeri Republik Indonesia ,https://kemlu.go.id/portal/id/read/3288/berita/presidensi-g20-indonesia,Kementerian Luar Negeri,Internasional
70,Presidensi G20 Momentum bagi Indonesia Kembangkan Tata Kelola Digital ,https://aptika.kominfo.go.id/2022/01/presidensi-g20-momentum-bagi-indonesia-kembangkan-tata-kelola-digital/,Ditjen Aptika,Internasional
71,Apa Itu G20 dan Tujuan Didirikannya Apa Arti Indonesia Presidensi G20 Tahun Ini ,https://money.kompas.com/read/2022/08/23/174500526/apa-itu-g20-dan-tujuan-didirikannya-apa-arti-indonesia-presidensi-g20-tahun?page=all,Kompas.com - Kompas.com,Internasional
72,Arus Data Lintas Negara Jadi Perhatian Jelang Presidensi G20 ,https://aptika.kominfo.go.id/2022/07/arus-data-lintas-negara-jadi-perhatian-jelang-presidensi-g20/,Ditjen Aptika,Internasional
73,Presidensi G20 Indonesia Sebagai Ajang Pemuda Indonesia Untuk Sebarkan Cerita Dan Manfaat Positif Kepada Dunia  Portal Kementerian Luar Negeri Republik Indonesia ,https://kemlu.go.id/portal/id/read/3712/berita/presidensi-g20-indonesia-sebagai-ajang-pemuda-indonesia-untuk-sebarkan-cerita-dan-manfaat-positif-kepada-dunia,Kementerian Luar Negeri,Internasional
74,Forum Transisi Energi G20 Bali Jadi Pondasi Percepatan Transisi Energi G20 ,https://migas.esdm.go.id/post/read/forum-transisi-energi-g20-bali-jadi-pondasi-percepatan-transisi-energi-g20,Ditjen Migas,Internasional
75,Dihasilkan Lewat Konsensus Urban20 G20 Serahkan Komunike kepada Menko Airlangga ,https://ekon.go.id/publikasi/detail/4501/dihasilkan-lewat-konsensus-urban20-g20-serahkan-komunike-kepada-menko-airlangga,Kementerian Koordinator Bidang Perekonomian,Internasional
76,G20 Sejarah dan Tujuan Presidensi bagi Indonesia ,https://nasional.kompas.com/read/2022/04/15/04000021/g20--sejarah-dan-tujuan-presidensi-bagi-indonesia,Kompas.com - Nasional Kompas.com,Internasional
77,Ulasan Tentang G20 Indonesia Apa Itu G20 Sejarah dan Anggotanya ,https://ekonomi.bisnis.com/read/20220209/9/1498650/ulasan-tentang-g20-indonesia-apa-itu-g20-sejarah-dan-anggotanya,Bisnis.com,Internasional
78,Jadi Pengalaman Penting Untuk Acara G20 Lainnya  Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan ,https://www.kemenkopmk.go.id/jadi-pengalaman-penting-untuk-acara-g20-lainnya,Kemenko PMK,Internasional
79,Apa Itu G20 Sejarah Tujuan dan Profil Negara Anggotanya ,https://www.kompas.com/tren/read/2022/03/27/143000165/apa-itu-g20-sejarah-tujuan-dan-profil-negara-anggotanya?page=all,Kompas.com - KOMPAS.com,Internasional
80,Menlu Persiapan G20 On The Right Track ,https://www.presidenri.go.id/siaran-pers/menlu-persiapan-g20-on-the-right-track/,Presiden RI,Internasional
81,Dampak Ekonomi Presidensi G20 pada Indonesia  Indonesia Baik ,https://indonesiabaik.id/infografis/dampak-ekonomi-presidensi-g20-pada-indonesia,Indonesiabaik.id,Internasional
82,DEWG G20 Data Menjadi Kunci Membuka Pasar Digital ,https://aptika.kominfo.go.id/2022/07/dewg-g20-data-menjadi-kunci-membuka-pasar-digital/,Ditjen Aptika,Internasional
83,IMF Harapkan Kepemimpinan Indonesia di G20 Dukung Langkah Institusi Hadapi Krisis ,https://www.presidenri.go.id/siaran-pers/imf-harapkan-kepemimpinan-indonesia-di-g20-dukung-langkah-institusi-hadapi-krisis/,Presiden RI,Internasional
84,Menteri Keuangan dan Gubernur Bank Sentral Negara G20 Memulai Rangkaian Pertemuan Ketiga Presidensi G20 Jalur Keuangan ,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2418422.aspx,Bank Indonesia,Internasional
85,Apa itu G20 Berikut Sejarah Agenda dan Manfaat untuk Indonesia ,https://ekonomi.bisnis.com/read/20220208/9/1497880/apa-itu-g20-berikut-sejarah-agenda-dan-manfaat-untuk-indonesia,Bisnis.com,Internasional
86,Presidensi G20 Indonesia Dorong Kolaborasi Teknologi dalam Penanganan Pandemi ,https://menpan.go.id/site/berita-terkini/presidensi-g20-indonesia-dorong-kolaborasi-teknologi-dalam-penanganan-pandemi,Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,Internasional
87,Berapa Jumlah Delegasi yang Akan Hadir pada G20 Indonesia  Indonesia Baik ,https://indonesiabaik.id/infografis/berapa-jumlah-delegasi-yang-akan-hadir-pada-g20-indonesia,Indonesiabaik.id,Internasional
88,Pertemuan Ketiga G20 Health Working Group HWG Fokus Pada Penguatan Riset dan Manufaktur di Negara Berkembang ,https://sehatnegeriku.kemkes.go.id/baca/umum/20220818/4240950/pertemuan-ketiga-health-working-group-hwg-g20-fokus-pada-penguatan-riset-dan-manufaktur-di-negara-berkembang/,Sehat Negeriku - Kementerian Kesehatan,Internasional
89,Ini Alasan Negara Barat Mau Walk,https://www.cnbcindonesia.com/news/20220420123006-4-333165/ini-alasan-negara-barat-mau-walk-out-di-pertemuan-g20,CNBC Indonesia,Internasional
90,Sri Mulyani Beberkan Manfaat Langsung G20 Bagi Indonesia ,https://setkab.go.id/sri-mulyani-beberkan-manfaat-langsung-g20-bagi-indonesia/,Sekretariat Kabinet,Internasional
91,Indonesia Rusia dan G20 ,https://nasional.kompas.com/read/2022/03/27/12060261/indonesia-rusia-dan-g20,Kompas.com - Nasional Kompas.com,Internasional
92,Banyak Negara Bersitegang G20 Sempat Terancam Bubar ,https://www.cnbcindonesia.com/news/20220905112757-4-369320/banyak-negara-bersitegang-g20-sempat-terancam-bubar,CNBC Indonesia,Internasional
93,Rhapsody of The Archipelago ROAR 2022 Hiasi Road to G20 ,https://www.setneg.go.id/baca/index/rhapsody_of_the_archipelago_roar_2022_hiasi_road_to_g20,Sekretariat Negara,Internasional
94,Dukungan Presidensi G20 Indonesia Kuat Menlu Everything is on the Right Track ,https://setkab.go.id/dukungan-presidensi-g20-indonesia-kuat-menlu-everything-is-on-the-right-track/,Sekretariat Kabinet,Internasional
95,Bappenas Tekankan Solusi Konkret untuk Penuhi Komitmen Pembangunan G20  Kementerian PPN ,https://www.bappenas.go.id/id/berita/bappenas-tekankan-solusi-konkret-untuk-penuhi-komitmen-pembangunan-g20-gCNpB,Bappenas,Internasional
96,Digelar di Belitung G20 DMM Ukir Sejarah Sepakati Komitmen Multilateralisme Hingga Blended Finance  Kementerian PPN ,https://www.bappenas.go.id/id/berita/digelar-di-belitung-g20-dmm-ukir-sejarah-sepakati-komitmen-multilateralisme-hingga-blended-finance-1RXOl,Bappenas,Internasional
97,Presidensi G20 Indonesia akan Pamer Metaverse dalam Akselerasi Transformasi Digital ,https://aptika.kominfo.go.id/2022/03/presidensi-g20-indonesia-akan-pamer-metaverse-dalam-akselerasi-transformasi-digital/,Ditjen Aptika,Internasional
98,Istilah Kata dalam G20  Indonesia Baik ,https://indonesiabaik.id/infografis/istilah-kata-dalam-g20,Indonesiabaik.id,Internasional
99,Siapa Saja Anggota G20 Ini Daftar Serta Sejarahnya ,https://www.detik.com/edu/detikpedia/d-5959524/siapa-saja-anggota-g20-ini-daftar-serta-sejarahnya,detikcom,Internasional
